Phone Model,BD Price,Phone URL
,,https://www.clickbd.com/search?category=mobile-phones&page=1350
Samsung j3(16),"4,500",https://www.clickbd.com/bangladesh/2649888-samsung-j3-16.html
Samsung on7 Pro 2/16,"5,800",https://www.clickbd.com/bangladesh/2649885-samsung-on7-pro-2-16.html
Google Pixel Black,"12,500",https://www.clickbd.com/bangladesh/2649883-google-pixel-black.html
Nokia 110 classic button phone,900,https://www.clickbd.com/bangladesh/2649684-nokia-110-classic-button-phone.html
iphone 6s (64 GB),"20,000",https://www.clickbd.com/bangladesh/2649634-iphone-6s-64-gb.html
Huwei gr5 (17) dual cam fingerprint,"7,800",https://www.clickbd.com/bangladesh/2649629-huwei-gr5-17-dual-cam-fingerprint.html
"Oneplus 7 Pro (Blue,Black 256GB) (8GB RAM)","45,999",https://www.clickbd.com/bangladesh/2649571-oneplus-7-pro-blue-black-256gb-8gb-ram.html
Infinix S4,"9,999",https://www.clickbd.com/bangladesh/2649515-infinix-s4.html
,,https://www.clickbd.com/search?category=mobile-phones&page=1350
Honor 9N for sale,"9,600",https://www.clickbd.com/bangladesh/2649513-honor-9n-for-sale.html
Honor 9N for sale,"9,600",https://www.clickbd.com/bangladesh/2649512-honor-9n-for-sale.html
Samsung Galaxy Note 10 Plus,"71,500",https://www.clickbd.com/bangladesh/2649380-samsung-galaxy-note-10-plus.html
Samsung S7,"14,000",https://www.clickbd.com/bangladesh/2649312-samsung-s7.html
Xiaomi Redmi Note 4,"9,500",https://www.clickbd.com/bangladesh/2649107-xiaomi-redmi-note-4.html
HONOR PLAY,"15,500",https://www.clickbd.com/bangladesh/2648892-honor-play.html
SAMSUNG NOTE 8,"26,500",https://www.clickbd.com/bangladesh/2648891-samsung-note-8.html
"Xiaomi Note 7 Pro (Nebula Red, 64 GB)  (4 GB RAM)","15,500",https://www.clickbd.com/bangladesh/2648466-xiaomi-note-7-pro-nebula-red-64-gb-4-gb-ram.html
,,https://www.clickbd.com/search?category=mobile-phones&page=1350
"Mi A3 (Black, Blue 64 GB)  (4 GB RAM)","14,500",https://www.clickbd.com/bangladesh/2648465-mi-a3-black-blue-64-gb-4-gb-ram.html
"Redmi 8 (Emerald Green, 64 GB)  (4 GB RAM)","11,999",https://www.clickbd.com/bangladesh/2648464-redmi-8-emerald-green-64-gb-4-gb-ram.html
Xiaomi Redmi Note 8 (4/64GB),"15,500",https://www.clickbd.com/bangladesh/2648455-xiaomi-redmi-note-8-4-64gb.html
Mi Note 6Pro,"11,000",https://www.clickbd.com/bangladesh/2648436-mi-note-6pro.html
I phone SE,"8,000",https://www.clickbd.com/bangladesh/2648432-i-phone-se.html
Walton Primo E6,"1,750",https://www.clickbd.com/bangladesh/2648296-walton-primo-e6.html
"Samsung Galaxy A50 64GB, 4GB RAM (Genuine) 1 Year Warranty","26,990",https://www.clickbd.com/bangladesh/2648189-samsung-galaxy-a50-64gb-4gb-ram-genuine-1-year-warranty.html
Samsung Galaxy M40 6/128,"23,000",https://www.clickbd.com/bangladesh/2648149-samsung-galaxy-m40-6-128.html
Samsung Galaxy S10e (6/128GB),"42,999",https://www.clickbd.com/bangladesh/2648140-samsung-galaxy-s10e-6-128gb.html
i phone 11 pro  256 gb green,"1,10,000",https://www.clickbd.com/bangladesh/2648003-i-phone-11-pro-256-gb-green.html
i phone 11 pro max 256 gb gold,"1,16,000",https://www.clickbd.com/bangladesh/2648002-i-phone-11-pro-max-256-gb-gold.html
i phone 11 pro max 256 gb green,"1,18,000",https://www.clickbd.com/bangladesh/2648001-i-phone-11-pro-max-256-gb-green.html
samsung galaxy j8,"10,999",https://www.clickbd.com/bangladesh/2647997-samsung-galaxy-j8.html
Samsung S8+,"30,000",https://www.clickbd.com/bangladesh/2647930-samsung-s8.html
,,https://www.clickbd.com/search?category=mobile-phones&page=1380
I phone 7 Plus 128 GB Gold Rose,"35,000",https://www.clickbd.com/bangladesh/2647895-i-phone-7-plus-128-gb-gold-rose.html
Huawei GR5 2017,"8,500",https://www.clickbd.com/bangladesh/2647875-huawei-gr5-2017.html
Huawei Y6II,"8,500",https://www.clickbd.com/bangladesh/2647851-huawei-y6ii.html
Samsung Galaxy Note 5,"8,000",https://www.clickbd.com/bangladesh/2647343-samsung-galaxy-note-5.html
iphone 6 Plus (A1522),"15,000",https://www.clickbd.com/bangladesh/2646437-iphone-6-plus-a1522.html
Cf007 Smart Watch Fitness Tracker Blood Pressure Heart Rate,"1,599",https://www.clickbd.com/bangladesh/2646171-cf007-smart-watch-fitness-tracker-blood-pressure-heart-rate.html
Apple iPhone 4S 32GB INTACT BOX (New),"4,900",https://www.clickbd.com/bangladesh/2646128-apple-iphone-4s-32gb-intact-box-new.html
P9 Lite 4g Black,"7,500",https://www.clickbd.com/bangladesh/2645859-p9-lite-4g-black.html
,,https://www.clickbd.com/search?category=mobile-phones&page=1380
Apple iphone Xs Max Gold (512GB),"76,999",https://www.clickbd.com/bangladesh/2645825-apple-iphone-xs-max-gold-512gb.html
Apple iphone Xs Max Physical Dual Gold (256GB),"77,999",https://www.clickbd.com/bangladesh/2645824-apple-iphone-xs-max-physical-dual-gold-256gb.html
Apple iphone Xs Max Gold (64GB),"62,999",https://www.clickbd.com/bangladesh/2645823-apple-iphone-xs-max-gold-64gb.html
Samsung Galaxy Note 9 (6/128GB),"38,500",https://www.clickbd.com/bangladesh/2645822-samsung-galaxy-note-9-6-128gb.html
Xiaomi Note 4 (4 GB/64 GB) Gray Like new,"9,999",https://www.clickbd.com/bangladesh/2645821-xiaomi-note-4-4-gb-64-gb-gray-like-new.html
Xiaomi Note 4 (4 GB/64 GB) Gray Like new,"9,999",https://www.clickbd.com/bangladesh/2645820-xiaomi-note-4-4-gb-64-gb-gray-like-new.html
"Xiaomi pocophone f1, 6gb ram, 128gb storage","15,000",https://www.clickbd.com/bangladesh/2645757-xiaomi-pocophone-f1-6gb-ram-128gb-storage.html
Xiaomi Pocophone F1 6gb ram 128gb storage,"16,500",https://www.clickbd.com/bangladesh/2645747-xiaomi-pocophone-f1-6gb-ram-128gb-storage.html
,,https://www.clickbd.com/search?category=mobile-phones&page=1380
Xiaomi redmi note 7s 64/4 gb,"13,500",https://www.clickbd.com/bangladesh/2645340-xiaomi-redmi-note-7s-64-4-gb.html
Xioami A3,"14,500",https://www.clickbd.com/bangladesh/2645225-xioami-a3.html
Xioami A3,"19,000",https://www.clickbd.com/bangladesh/2645224-xioami-a3.html
Xiaomi Redmi 5,"8,500",https://www.clickbd.com/bangladesh/2645194-xiaomi-redmi-5.html
iPhone XS 64 Gb,"62,000",https://www.clickbd.com/bangladesh/2644893-iphone-xs-64-gb.html
Redmi note 8 4/64 black,"14,500",https://www.clickbd.com/bangladesh/2644820-redmi-note-8-4-64-black.html
Huawei  GR5 2017 4GB RAM 64GB ROM,"10,000",https://www.clickbd.com/bangladesh/2644357-huawei-gr5-2017-4gb-ram-64gb-rom.html
OPPO A5,"16,000",https://www.clickbd.com/bangladesh/2644297-oppo-a5.html
OnePlus 6T 8gb-128gb,"28,000",https://www.clickbd.com/bangladesh/2644296-oneplus-6t-8gb-128gb.html
Sony Xperia XZ2,"25,000",https://www.clickbd.com/bangladesh/2643965-sony-xperia-xz2.html
Samsung galaxy Note 9,"39,000",https://www.clickbd.com/bangladesh/2643957-samsung-galaxy-note-9.html
Brand New Xiaomi Mi 9T 6/128GB Sealed Pack With 10 Days Gua,"14,999",https://www.clickbd.com/bangladesh/2643843-brand-new-xiaomi-mi-9t-6-128gb-sealed-pack-with-10-days-gua.html
Xiaomi Mi 9T Pro 6/128GB,"32,999",https://www.clickbd.com/bangladesh/2643842-xiaomi-mi-9t-pro-6-128gb.html
Xiaomi Mi 9T 6/128GB,"27,800",https://www.clickbd.com/bangladesh/2643841-xiaomi-mi-9t-6-128gb.html
,,https://www.clickbd.com/search?category=mobile-phones&page=1410
Xiaomi Mi 9 Lite 6/128GB,"23,500",https://www.clickbd.com/bangladesh/2643840-xiaomi-mi-9-lite-6-128gb.html
Xiaomi Mi 9 Lite 6/64GB,"21,500",https://www.clickbd.com/bangladesh/2643839-xiaomi-mi-9-lite-6-64gb.html
Xiaomi Redmi Note 8 Pro,"21,999",https://www.clickbd.com/bangladesh/2643838-xiaomi-redmi-note-8-pro.html
Xiaomi Redmi Note 8 4/64GB,"16,500",https://www.clickbd.com/bangladesh/2643837-xiaomi-redmi-note-8-4-64gb.html
Xiaomi Redmi 8,"12,500",https://www.clickbd.com/bangladesh/2643836-xiaomi-redmi-8.html
Redmi Note 7 Pro 6/128GB,"18,999",https://www.clickbd.com/bangladesh/2643788-redmi-note-7-pro-6-128gb.html
Redmi Note 7 Pro 4/64GB,"15,999",https://www.clickbd.com/bangladesh/2643786-redmi-note-7-pro-4-64gb.html
Redmi Note 7 4/64GB,"15,500",https://www.clickbd.com/bangladesh/2643785-redmi-note-7-4-64gb.html
,,https://www.clickbd.com/search?category=mobile-phones&page=1410
Redmi Note 7s 4/64GB,"14,500",https://www.clickbd.com/bangladesh/2643780-redmi-note-7s-4-64gb.html
Redmi Note 7s 3/32GB,"12,700",https://www.clickbd.com/bangladesh/2643769-redmi-note-7s-3-32gb.html
Redmi 7 3/32GB,"11,999",https://www.clickbd.com/bangladesh/2643768-redmi-7-3-32gb.html
Redmi 8A 2/32GB,"10,200",https://www.clickbd.com/bangladesh/2643767-redmi-8a-2-32gb.html
Redmi 7A 2/32GB,"8,500",https://www.clickbd.com/bangladesh/2643766-redmi-7a-2-32gb.html
Oneplus 7T Pro Mclaren Edition 12/256GB,"79,999",https://www.clickbd.com/bangladesh/2643765-oneplus-7t-pro-mclaren-edition-12-256gb.html
Oneplus 7T Pro 8/256GB,"62,500",https://www.clickbd.com/bangladesh/2643764-oneplus-7t-pro-8-256gb.html
Oneplus 7T 8/256GB,"46,999",https://www.clickbd.com/bangladesh/2643763-oneplus-7t-8-256gb.html
,,https://www.clickbd.com/search?category=mobile-phones&page=1410
OnePlus 7 Pro 8/256GB,"53,500",https://www.clickbd.com/bangladesh/2643762-oneplus-7-pro-8-256gb.html
Oneplus 7 8/256GB,"38,500",https://www.clickbd.com/bangladesh/2643758-oneplus-7-8-256gb.html
Samsung Galaxy Note 9  512GB Price in BD,"48,000",https://www.clickbd.com/bangladesh/2643504-samsung-galaxy-note-9-512gb-price-in-bd.html
Huawei P20 Pro 6GB Price in BD,"35,000",https://www.clickbd.com/bangladesh/2643503-huawei-p20-pro-6gb-price-in-bd.html
Oppo F5,"8,000",https://www.clickbd.com/bangladesh/2643216-oppo-f5.html
iPhone xs max 256gb,"78,000",https://www.clickbd.com/bangladesh/2643040-iphone-xs-max-256gb.html
IPHONE 11 PRO MAX 256GB DUAL,"1,29,999",https://www.clickbd.com/bangladesh/2643038-iphone-11-pro-max-256gb-dual.html
Redmi Note 5pro,"8,000",https://www.clickbd.com/bangladesh/2643035-redmi-note-5pro.html
Samsung Galaxy M40 New Samsung Galaxy M40 (New) New,"24,999",https://www.clickbd.com/bangladesh/2643016-samsung-galaxy-m40-new-samsung-galaxy-m40-new-new.html
Samsung Note 9,"40,000",https://www.clickbd.com/bangladesh/2642757-samsung-note-9.html
iPhone 4S 32GB Full Box,"4,999",https://www.clickbd.com/bangladesh/2642637-iphone-4s-32gb-full-box.html
Huawei Mate20 Pro,"70,000",https://www.clickbd.com/bangladesh/2642635-huawei-mate20-pro.html
"Redmi note 7 pro, 4/64, indian global.","14,000",https://www.clickbd.com/bangladesh/2642117-redmi-note-7-pro-4-64-indian-global.html
Oneplus 6 (128gb+8gb),"24,000",https://www.clickbd.com/bangladesh/2642054-oneplus-6-128gb-8gb.html
,,https://www.clickbd.com/search?category=mobile-phones&page=1440
iPhone 7 iCloud Lock 128 GB,"15,000",https://www.clickbd.com/bangladesh/2641617-iphone-7-icloud-lock-128-gb.html
iPhone 7 Plus iCloud Lock 128 GB,"18,000",https://www.clickbd.com/bangladesh/2641615-iphone-7-plus-icloud-lock-128-gb.html
Apple iphone Xr 128GB,"62,500",https://www.clickbd.com/bangladesh/2641587-apple-iphone-xr-128gb.html
Apple iphone Xr 64GB,"55,500",https://www.clickbd.com/bangladesh/2641586-apple-iphone-xr-64gb.html
Apple iphone X 64GB Sealed Pack,"66,500",https://www.clickbd.com/bangladesh/2641585-apple-iphone-x-64gb-sealed-pack.html
Apple iphone X 256GB,"76,500",https://www.clickbd.com/bangladesh/2641584-apple-iphone-x-256gb.html
Apple iphone XS 64GB,"75,999",https://www.clickbd.com/bangladesh/2641583-apple-iphone-xs-64gb.html
Apple iphone XS 256GB,"81,999",https://www.clickbd.com/bangladesh/2641582-apple-iphone-xs-256gb.html
,,https://www.clickbd.com/search?category=mobile-phones&page=1440
Apple iphone XS Max 64GB,"78,999",https://www.clickbd.com/bangladesh/2641581-apple-iphone-xs-max-64gb.html
Apple iphone XS Max 256GB,"85,999",https://www.clickbd.com/bangladesh/2641580-apple-iphone-xs-max-256gb.html
Apple iphone XS Max 512GB,"92,999",https://www.clickbd.com/bangladesh/2641579-apple-iphone-xs-max-512gb.html
Apple iphone 11 128GB Sealed,"76,500",https://www.clickbd.com/bangladesh/2641578-apple-iphone-11-128gb-sealed.html
Apple iphone 11 64GB,"73,500",https://www.clickbd.com/bangladesh/2641577-apple-iphone-11-64gb.html
Apple iphone 11 Pro 64GB,"1,02,999",https://www.clickbd.com/bangladesh/2641576-apple-iphone-11-pro-64gb.html
Apple iphone 11 Pro 256GB,"1,15,999",https://www.clickbd.com/bangladesh/2641575-apple-iphone-11-pro-256gb.html
Apple iphone 11 Pro 512GB,"1,33,999",https://www.clickbd.com/bangladesh/2641574-apple-iphone-11-pro-512gb.html
,,https://www.clickbd.com/search?category=mobile-phones&page=1440
Apple iphone 11Pro Max 64GB,"1,12,999",https://www.clickbd.com/bangladesh/2641573-apple-iphone-11pro-max-64gb.html
Apple iphone 11Pro Max 256GB,"1,21,500",https://www.clickbd.com/bangladesh/2641572-apple-iphone-11pro-max-256gb.html
Apple iphone 11 Pro Max 512GB,"1,35,999",https://www.clickbd.com/bangladesh/2641571-apple-iphone-11-pro-max-512gb.html
Samsung A50S - Official Set and Brand New,"27,000",https://www.clickbd.com/bangladesh/2641125-samsung-a50s-official-set-and-brand-new.html
Honor 7s,"6,500",https://www.clickbd.com/bangladesh/2641042-honor-7s.html
Lava Iris50,"3,000",https://www.clickbd.com/bangladesh/2640759-lava-iris50.html
Lava Iris50,"3,000",https://www.clickbd.com/bangladesh/2640704-lava-iris50.html
Xaomi Redmi  Plus 3/32,"8,000",https://www.clickbd.com/bangladesh/2640588-xaomi-redmi-plus-3-32.html
"Samsung Galaxy A50 64GB, 4GB RAM (Genuine) 1 Year Warranty","26,990",https://www.clickbd.com/bangladesh/2631590-samsung-galaxy-a50-64gb-4gb-ram-genuine-1-year-warranty.html
"Samsung Galaxy A30 SM-A305F 64GB, Dual Sim, 6.4""","22,990",https://www.clickbd.com/bangladesh/2631591-samsung-galaxy-a30-sm-a305f-64gb-dual-sim-6-4.html
"Samsung Galaxy J8 (Black, 4GB RAM, 64GB Storage)","19,990",https://www.clickbd.com/bangladesh/2632175-samsung-galaxy-j8-black-4gb-ram-64gb-storage.html
"Samsung Galaxy J7 Duo (Black, 4GB RAM, 32GB Storage)","17,990",https://www.clickbd.com/bangladesh/2632179-samsung-galaxy-j7-duo-black-4gb-ram-32gb-storage.html
"Samsung Galaxy J7 Prime 2 Duos SM-G611F/DS 5.5"" Full HD","20,900",https://www.clickbd.com/bangladesh/2632507-samsung-galaxy-j7-prime-2-duos-sm-g611f-ds-5-5-full-hd.html
"Samsung Galaxy A20 (Black, 32 GB)  (3 GB RAM)","15,990",https://www.clickbd.com/bangladesh/2632570-samsung-galaxy-a20-black-32-gb-3-gb-ram.html
,,https://www.clickbd.com/search?category=mobile-phones&page=1470
Samsung Galaxy M20 M205F 32GB Dual 13 MP & 5 MP Camera,"15,990",https://www.clickbd.com/bangladesh/2632579-samsung-galaxy-m20-m205f-32gb-dual-13-mp-5-mp-camera.html
"Samsung Galaxy A10 (Blue, 32 GB)  (2 GB RAM)","11,999",https://www.clickbd.com/bangladesh/2632592-samsung-galaxy-a10-blue-32-gb-2-gb-ram.html
"Samsung Galaxy M10 (Charcoal Black, 32 GB)  (3 GB RAM)","11,990",https://www.clickbd.com/bangladesh/2632608-samsung-galaxy-m10-charcoal-black-32-gb-3-gb-ram.html
"Samsung Galaxy J2 Core (Black, 8 GB)  (1 GB RAM)","7,490",https://www.clickbd.com/bangladesh/2632621-samsung-galaxy-j2-core-black-8-gb-1-gb-ram.html
"Samsung Galaxy A2 Core (Blue, 16 GB)  (1 GB RAM)","7,590",https://www.clickbd.com/bangladesh/2632624-samsung-galaxy-a2-core-blue-16-gb-1-gb-ram.html
"Samsung Galaxy J1 (4G) (Gold, 8 GB)  (1 GB RAM)","7,490",https://www.clickbd.com/bangladesh/2632663-samsung-galaxy-j1-4g-gold-8-gb-1-gb-ram.html
"Samsung Galaxy S10 (Prism Black, 128 GB)  (8 GB RAM)","89,900",https://www.clickbd.com/bangladesh/2632665-samsung-galaxy-s10-prism-black-128-gb-8-gb-ram.html
Samsung Metro 350  (Black),"3,550",https://www.clickbd.com/bangladesh/2632820-samsung-metro-350-black.html
,,https://www.clickbd.com/search?category=mobile-phones&page=1470
Samsung Metro 313  (White),"2,750",https://www.clickbd.com/bangladesh/2632822-samsung-metro-313-white.html
Samsung Guru Music 2  (White),"2,100",https://www.clickbd.com/bangladesh/2632824-samsung-guru-music-2-white.html
"Samsung Galaxy A9 (Lemonade Blue, 128 GB)  (6 GB RAM)","39,900",https://www.clickbd.com/bangladesh/2632829-samsung-galaxy-a9-lemonade-blue-128-gb-6-gb-ram.html
"Samsung Galaxy A70 (Black, 128 GB)  (6 GB RAM)","38,990",https://www.clickbd.com/bangladesh/2632831-samsung-galaxy-a70-black-128-gb-6-gb-ram.html
"Samsung Galaxy Note 9 (Ocean Blue, 128 GB)  (6 GB RAM)","94,900",https://www.clickbd.com/bangladesh/2632832-samsung-galaxy-note-9-ocean-blue-128-gb-6-gb-ram.html
"Samsung Galaxy S9 Plus (Midnight Black, 64 GB)  (6 GB RAM)","70,900",https://www.clickbd.com/bangladesh/2632840-samsung-galaxy-s9-plus-midnight-black-64-gb-6-gb-ram.html
"Samsung Galaxy S9 Plus (Midnight Black, 64 GB)  (6 GB RAM)","70,900",https://www.clickbd.com/bangladesh/2632845-samsung-galaxy-s9-plus-midnight-black-64-gb-6-gb-ram.html
"Samsung Galaxy S10 Plus (Prism Blue, 128 GB)  (8 GB RAM)","99,900",https://www.clickbd.com/bangladesh/2632852-samsung-galaxy-s10-plus-prism-blue-128-gb-8-gb-ram.html
,,https://www.clickbd.com/search?category=mobile-phones&page=1470
"Samsung Galaxy S10e (Prism Black, 128 GB)  (6 GB RAM)","74,900",https://www.clickbd.com/bangladesh/2632859-samsung-galaxy-s10e-prism-black-128-gb-6-gb-ram.html
"Huawei Nova 3i (Black, 128 GB)  (4 GB RAM)","22,999",https://www.clickbd.com/bangladesh/2632860-huawei-nova-3i-black-128-gb-4-gb-ram.html
"Huawei P30 Lite (Black, 128 GB) (6 GB RAM)","25,999",https://www.clickbd.com/bangladesh/2632867-huawei-p30-lite-black-128-gb-6-gb-ram.html
"Huawei P30 Lite (Black, 128 GB) (6 GB RAM)","25,999",https://www.clickbd.com/bangladesh/2632868-huawei-p30-lite-black-128-gb-6-gb-ram.html
"Huawei Y MAX  (Black, 128 GB)  (4 GB RAM)","21,999",https://www.clickbd.com/bangladesh/2632874-huawei-y-max-black-128-gb-4-gb-ram.html
"Huawei Y5 (Black, 32 GB) (2 GB RAM)","9,999",https://www.clickbd.com/bangladesh/2632936-huawei-y5-black-32-gb-2-gb-ram.html
"Huawei Y9 (Black, 64 GB) (4 GB RAM)","19,999",https://www.clickbd.com/bangladesh/2632943-huawei-y9-black-64-gb-4-gb-ram.html
Huawei Y7 Pro ( Black 64GB ) (3GB RAM),"15,999",https://www.clickbd.com/bangladesh/2632951-huawei-y7-pro-black-64gb-3gb-ram.html
"Huawei Y6 Pro (Black, 32GB) (3 GB RAM)","11,999",https://www.clickbd.com/bangladesh/2632968-huawei-y6-pro-black-32gb-3-gb-ram.html
Huawei Nova 5T (128 GB)  (8 GB RAM),"49,999",https://www.clickbd.com/bangladesh/2632978-huawei-nova-5t-128-gb-8-gb-ram.html
Huawei P30 Pro (128 GB) (8 GB RAM),"89,999",https://www.clickbd.com/bangladesh/2632989-huawei-p30-pro-128-gb-8-gb-ram.html
Huawei P30 (Black 128GB ) ( 6GB RAM ),"64,999",https://www.clickbd.com/bangladesh/2632990-huawei-p30-black-128gb-6gb-ram.html
"Huawei Y7 pro (Black, 32 GB) (3 GB RAM)","12,999",https://www.clickbd.com/bangladesh/2632993-huawei-y7-pro-black-32-gb-3-gb-ram.html
Huawei  Y5 Prime ( 16 GB) (2GB),"9,599",https://www.clickbd.com/bangladesh/2632997-huawei-y5-prime-16-gb-2gb.html
,,https://www.clickbd.com/search?category=mobile-phones&page=1500
"Nokia 8 (Steel, 64 GB)  (4 GB RAM)","52,999",https://www.clickbd.com/bangladesh/2633198-nokia-8-steel-64-gb-4-gb-ram.html
"Nokia 6.1 Plus (Black, 64 GB)","27,990",https://www.clickbd.com/bangladesh/2633202-nokia-6-1-plus-black-64-gb.html
"Nokia 5.1 Plus (Black, 32 GB) (3 GB RAM)","21,990",https://www.clickbd.com/bangladesh/2633438-nokia-5-1-plus-black-32-gb-3-gb-ram.html
"Nokia 6.1 (Blue, 64 GB)  (4 GB RAM)","29,100",https://www.clickbd.com/bangladesh/2633442-nokia-6-1-blue-64-gb-4-gb-ram.html
"Nokia 3.1 (Black, 16 GB)  (2 GB RAM)","17,500",https://www.clickbd.com/bangladesh/2633451-nokia-3-1-black-16-gb-2-gb-ram.html
"Nokia 3.1 Plus (Blue, 32 GB)  (3 GB RAM)","18,500",https://www.clickbd.com/bangladesh/2633453-nokia-3-1-plus-blue-32-gb-3-gb-ram.html
"Nokia 3 (Silver White, 16 GB)  (2 GB RAM)","10,990",https://www.clickbd.com/bangladesh/2633456-nokia-3-silver-white-16-gb-2-gb-ram.html
"Nokia 2.2 (Black, 32 GB)  (3 GB RAM)","12,999",https://www.clickbd.com/bangladesh/2633457-nokia-2-2-black-32-gb-3-gb-ram.html
,,https://www.clickbd.com/search?category=mobile-phones&page=1500
"Nokia 2.2 (Black, 16 GB)  (2 GB RAM)","10,999",https://www.clickbd.com/bangladesh/2633634-nokia-2-2-black-16-gb-2-gb-ram.html
"Nokia 2.1 (Blue & Silver, 8 GB)  (1 GB RAM)","7,999",https://www.clickbd.com/bangladesh/2633637-nokia-2-1-blue-silver-8-gb-1-gb-ram.html
"Nokia 2 (Pewter/ Black, 8 GB)  (1 GB RAM)","7,500",https://www.clickbd.com/bangladesh/2633638-nokia-2-pewter-black-8-gb-1-gb-ram.html
"Nokia 1 Plus (Dark Blue, 8 GB)  (1 GB RAM)","6,999",https://www.clickbd.com/bangladesh/2633645-nokia-1-plus-dark-blue-8-gb-1-gb-ram.html
Nokia 8110 ( 4 GB)  (512 MB RAM),"7,200",https://www.clickbd.com/bangladesh/2633647-nokia-8110-4-gb-512-mb-ram.html
Nokia 3310 DS  (Yellow),"4,590",https://www.clickbd.com/bangladesh/2633684-nokia-3310-ds-yellow.html
Nokia 230 Dual SIM  (Dark Silver),"5,390",https://www.clickbd.com/bangladesh/2633690-nokia-230-dual-sim-dark-silver.html
Nokia 150/150 DS  (Black),"2,800",https://www.clickbd.com/bangladesh/2633697-nokia-150-150-ds-black.html
,,https://www.clickbd.com/search?category=mobile-phones&page=1500
Nokia 130  (Black),"2,150",https://www.clickbd.com/bangladesh/2633698-nokia-130-black.html
Nokia 106  (Grey),"1,599",https://www.clickbd.com/bangladesh/2633699-nokia-106-grey.html
Nokia 105  (Black),"1,499",https://www.clickbd.com/bangladesh/2633702-nokia-105-black.html
"Redmi 6A (Black, 32 GB)  (2 GB RAM)","9,499",https://www.clickbd.com/bangladesh/2633720-redmi-6a-black-32-gb-2-gb-ram.html
"Redmi 5A (Gold, 16 GB)  (2 GB RAM)","10,990",https://www.clickbd.com/bangladesh/2633723-redmi-5a-gold-16-gb-2-gb-ram.html
"Redmi Note 5 (Black, 64 GB)  (4 GB RAM)","24,990",https://www.clickbd.com/bangladesh/2633726-redmi-note-5-black-64-gb-4-gb-ram.html
"Redmi 7 (Comet Blue, 16 GB)  (2 GB RAM)","12,999",https://www.clickbd.com/bangladesh/2633736-redmi-7-comet-blue-16-gb-2-gb-ram.html
"Redmi 7 (Black, 32 GB) (2 GB RAM)","13,499",https://www.clickbd.com/bangladesh/2633738-redmi-7-black-32-gb-2-gb-ram.html
"Redmi 7 (Lunar Red, 32 GB) (3 GB RAM)","14,999",https://www.clickbd.com/bangladesh/2633742-redmi-7-lunar-red-32-gb-3-gb-ram.html
"Redmi Go (Black, 8 GB)  (1 GB RAM)","6,999",https://www.clickbd.com/bangladesh/2633744-redmi-go-black-8-gb-1-gb-ram.html
"Redmi 7A (Matte Blue, 32 GB)  (2 GB RAM)","11,499",https://www.clickbd.com/bangladesh/2633745-redmi-7a-matte-blue-32-gb-2-gb-ram.html
"Redmi Y3 (Prime Black, 32 GB)  (3 GB RAM)","15,999",https://www.clickbd.com/bangladesh/2633753-redmi-y3-prime-black-32-gb-3-gb-ram.html
"Redmi Y3 (Prime Black, 64 GB)  (4 GB RAM)","18,999",https://www.clickbd.com/bangladesh/2633759-redmi-y3-prime-black-64-gb-4-gb-ram.html
"Redmi 6A (Black, 16 GB)  (2 GB RAM)","9,499",https://www.clickbd.com/bangladesh/2633764-redmi-6a-black-16-gb-2-gb-ram.html
,,https://www.clickbd.com/search?category=mobile-phones&page=1530
"Redmi 6 (Black, 32 GB)  (3 GB RAM)","11,999",https://www.clickbd.com/bangladesh/2633768-redmi-6-black-32-gb-3-gb-ram.html
"Redmi 5 (Gold, 64 GB)  (4 GB RAM)","14,499",https://www.clickbd.com/bangladesh/2634109-redmi-5-gold-64-gb-4-gb-ram.html
"Redmi Note 4 (Dark Grey, 32 GB)  (3 GB RAM)","17,490",https://www.clickbd.com/bangladesh/2634112-redmi-note-4-dark-grey-32-gb-3-gb-ram.html
"Mi A1 (Black, 64 GB)  (4 GB RAM)","23,490",https://www.clickbd.com/bangladesh/2634113-mi-a1-black-64-gb-4-gb-ram.html
"Mi A1 (Black, 32 GB)  (3 GB RAM)","21,990",https://www.clickbd.com/bangladesh/2634115-mi-a1-black-32-gb-3-gb-ram.html
"Mi A2 (Blue/Lake Blue, 64 GB)  (4 GB RAM)","23,999",https://www.clickbd.com/bangladesh/2634120-mi-a2-blue-lake-blue-64-gb-4-gb-ram.html
"Mi Max 2 (Black, 64 GB)  (4 GB RAM)","25,990",https://www.clickbd.com/bangladesh/2634126-mi-max-2-black-64-gb-4-gb-ram.html
"Micromax Canvas 6 (Champagne, 32 GB)  (3 GB RAM)","16,990",https://www.clickbd.com/bangladesh/2636015-micromax-canvas-6-champagne-32-gb-3-gb-ram.html
,,https://www.clickbd.com/search?category=mobile-phones&page=1530
"Micromax Canvas 5 E481 (Wallnut Wood Brown, 32 GB) (3GB RAM)","15,490",https://www.clickbd.com/bangladesh/2636018-micromax-canvas-5-e481-wallnut-wood-brown-32-gb-3gb-ram.html
"Micromax Canvas Nitro 3 E352 (Tan Brown, 16 GB)  (2 GB RAM)","10,850",https://www.clickbd.com/bangladesh/2636023-micromax-canvas-nitro-3-e352-tan-brown-16-gb-2-gb-ram.html
"Micromax Canvas Xpress 2 (Black & Champagne, 8GB) (1 GB RAM)","9,450",https://www.clickbd.com/bangladesh/2636026-micromax-canvas-xpress-2-black-champagne-8gb-1-gb-ram.html
